index,날짜,번호,앨범번호,앨범이름,가수,가수번호,노래제목,장르,좋아요,태그
33496462,20210706,33496462,10610466,Family Business,호미들,2754623,루이비똥 허리 (prod. Kidstone),랩/힙합,"13,747",#트렌디 #케이팝 #국내힙합
33496475,20210706,33496475,10610472,잭 & 드미츄리,형돈이와 대준이,673585,봄에 내기엔 늦었고 여름에 내기엔 좀 이른 노래,포크/블루스,"3,170",#발라드 #포크탑백 #힙합감성 #포크
33496476,20210706,33496476,10610472,잭 & 드미츄리,형돈이와 대준이,673585,부처님 오신 날에 만난 기독교 그녀,포크/블루스,"2,748",#하루 #2021 #포크탑백 #포크
33496587,20210706,33496587,10610525,다정히 내 이름을 부르면 (경서예지 x 전건호),"경서예지 , 전건호",2863470 2739011,다정히 내 이름을 부르면,발라드,"24,461",#이별 #추억 #발라드 #발라드탑백
33500871,20210706,33500871,10611333,영화 크루엘라 OST (영화 크루엘라 OST),Florence + The Machine,424260,"Call me Cruella (From ""Cruella""/Soundtrack Version)",록/메탈,"2,542",#기몽초 #팝 #영화 #OST
33500875,20210706,33500875,10611333,영화 크루엘라 OST (영화 크루엘라 OST),Nina Simone,28505,Feeling Good,재즈,"1,578",#재즈탑백 #영화 #재즈 #OST
33500882,20210706,33500882,10611333,영화 크루엘라 OST (영화 크루엘라 OST),Georgia Gibbs,28038,I Love Paris,재즈,212,#지브리스튜디오 #재즈탑백 #재즈 #마블
33500883,20210706,33500883,10611333,영화 크루엘라 OST (영화 크루엘라 OST),Ken Dodd,204956,Love Is Like A Violin,재즈,397,#지브리스튜디오 #재즈탑백 #재즈 #마블
33500884,20210706,33500884,10611333,영화 크루엘라 OST (영화 크루엘라 OST),John McCrea,2938838,"I Wanna Be Your Dog (From ""Cruella""/Soundtrack Version)",록/메탈,"1,353",#지브리스튜디오 #OST #영화 #마블
33501280,20210706,33501280,10611393,SUN GOES DOWN,Lil Nas X,2636085,SUN GOES DOWN,랩/힙합,"9,511",#혼자 #버스 #비오는날 #카페
33503722,20210706,33503722,10611845,HAPPEN,헤이즈 (Heize),751611,헤픈 우연,R&B/Soul,"121,124",#이별 #그리움 #트렌디 #케이팝
33503723,20210706,33503723,10611845,HAPPEN,헤이즈 (Heize),751611,처음처럼 (Feat. 개리),R&B/Soul,"16,672",#차트역주행 #알앤비 #알앤비탑백 #1위못했지만
33503724,20210706,33503724,10611845,HAPPEN,헤이즈 (Heize),751611,감기 (Feat. 창모),R&B/Soul,"12,451",#슬픈발라드 #힙합 #발라드 #국내힙합
33503726,20210706,33503726,10611845,HAPPEN,헤이즈 (Heize),751611,미안해 널 사랑해 (Feat. 김필),R&B/Soul,"11,078",#연애 #발라드 #듀엣 #감성
33503727,20210706,33503727,10611845,HAPPEN,헤이즈 (Heize),751611,빗물에게 들으니 (Feat. 안예은),R&B/Soul,"8,549",#국악 #알앤비 #알앤비탑백 #퓨전음악
33505959,20210706,33505959,10612253,Spring Waltz,이루마,8048,Spring Waltz,클래식,555,#클래식 #기분전환 #휴식 #힐링
33506831,20210706,33506831,10612418,Heartbreak Anthem,"Galantis , David Guetta , Little Mix",743961 602511 182123,Heartbreak Anthem,일렉트로니카,"1,032",#영국 #헬스 #운동 #오피셜
33507091,20210706,33507091,10612469,Our Song,"Niall Horan , Anne-Marie",870307 1201929,Our Song,POP,"7,349",#영국 #오피셜 #트렌디 #Pop
33507137,20210706,33507137,10612483,Butter,방탄소년단,672375,Butter,댄스,"216,929",#영국 #오피셜 #Pop #빌보드
33507458,20210706,33507458,10612635,성시경 8th Album [ㅅ (시옷)],성시경,3305,And we go,포크/블루스,"4,703",#자기전 #분위기 #포크탑백 #포크
33507461,20210706,33507461,10612635,성시경 8th Album [ㅅ (시옷)],성시경,3305,I Love U,발라드,"16,854",#발라드 #기분전환 #발라드탑백 #봄
33507464,20210706,33507464,10612635,성시경 8th Album [ㅅ (시옷)],성시경,3305,마음을 담아,포크/블루스,"5,014",#민혁 #몬스타엑스 #포크탑백 #포크
33507595,20210706,33507595,10612692,Todo De Ti,Rauw Alejandro,2167771,Todo De Ti,월드뮤직,564,#그루브 #열대야 #Pop #빌보드
33507852,20210706,33507852,10612716,Leave Before You Love Me,"Marshmello , Jonas Brothers",203099 1203772,Leave Before You Love Me,POP,"17,148",#감성 #팝송 #Pop #빌보드
33508682,20210706,33508682,10612888,If You Love Me (Feat. 주헌 (몬스타엑스)),NS 윤지,433746,If You Love Me (Feat. 주헌 (몬스타엑스)),댄스,"22,781",#댄스 #헬스장 #운동 #댄스탑백
33509109,20210706,33509109,10612956,큰일이다,순순희,2136895,큰일이다,인디음악,"4,076",#발라드 #인디탑백 #힙합감성 #인디
33510307,20210706,33510307,10613163,MSG워너비 TOP 8 경연곡,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)",2939206,상상더하기,댄스,"53,509",#여름 #댄스 #가요 #댄스탑백
33510308,20210706,33510308,10613163,MSG워너비 TOP 8 경연곡,MSG워너비(정상동기),2939210,체념,발라드,"20,767",#msg워너비 #발라드 #발라드탑백 #놀면뭐하니
33510309,20210706,33510309,10613163,MSG워너비 TOP 8 경연곡,MSG워너비(M.O.M),2939212,만약에,발라드,"16,802",#msg워너비 #발라드 #발라드탑백 #놀면뭐하니
33514585,20210706,33514585,10614201,Pick Me Up,"Sam Feldt , Sam Fischer",783931 2755452,Pick Me Up,일렉트로니카,580,#EDM #그루브 #열대야 #클럽
33514925,20210706,33514925,10614238,사랑의 콜센타 PART56,임영웅,994944,다시 사랑한다면 (김필 Ver.),트로트,"22,518",#트로트 #성인음악탑백 #성인가요
33515709,20210706,33515709,10614444,첫번째 수학여행 'Summer : re',폴킴,752425,파도,댄스,"8,769",#댄스 #스트레스 #운동 #댄스탑백
33517367,20210706,33517367,10614899,안녕 (Hello) - Special Album,조이 (JOY),780922,Je T′aime,발라드,"36,324",#발라드 #발라드탑백 #달달 #사랑
33518177,20210706,33518177,10615043,Qué Más Pues?,"J. Balvin , Maria Becerra",2647848 780042,Qué Más Pues?,월드뮤직,115,#유튜브 #라틴 #트렌디 #Pop
33521582,20210706,33521582,10615867,Fever,Kings Of Convenience,108936,Fever,포크/블루스/컨트리,"1,365",#오후 #드라이브 #카페 #감성
33521625,20210706,33521625,10615881,어느 날 우리 집 현관으로 멸망이 들어왔다 OST Part.3,백현 (BAEKHYUN),672859,U,OST,"27,851",#ost탑백 #발라드 #트렌디 #OST
33522949,20210706,33522949,10616175,Astronaut In The Ocean (Remix),"블루 (BLOO) , 오왼 (Owen) , Masked Wolf , 루피 (Loopy)",860499 980594 957315 2089478,Astronaut In The Ocean (Remix),랩/힙합,"6,073",#편집샵 #그루브 #팝 #힙한
33524058,20210706,33524058,10550640,Forever Never (feat. Swae Lee & Pink Sweat$),PnB Rock,914006,Forever Never (feat. Swae Lee & Pink Sweat$),랩/힙합,703,#힙합 #그루브 #알앤비 #힙합탑백
33524116,20210706,33524116,10614899,안녕 (Hello) - Special Album,조이 (JOY),780922,Day By Day,R&B/Soul,"16,481",#이어폰_나눠끼고 #기분전환 #달달하게 #봄
33524557,20210706,33524557,10616662,벌써일년,"MJ (써니사이드) , 반하나",772891 445180,벌써일년,발라드,"9,377",#새벽감성 #발라드 #발라드탑백
33527479,20210706,33527479,10617217,혼돈의 장: FREEZE,투모로우바이투게더,2632253,0X1=LOVESONG (I Know I Love You) feat. Seori,록/메탈,"44,886",#kpop #헬스장 #운동 #케이팝
33527705,20210706,33527705,10614899,안녕 (Hello) - Special Album,조이 (JOY),780922,안녕 (Hello),록/메탈,"83,005",#기분전환 #여름 #봄
33527706,20210706,33527706,10614899,안녕 (Hello) - Special Album,조이 (JOY),780922,좋을텐데 (If Only) (Feat. 폴킴),발라드,"20,526",#발라드 #이어폰_나눠끼고 #달달하게 #발라드탑백
33528433,20210706,33528433,10617441,사랑의 콜센타 PART57,임영웅,994944,여자로보여,트로트,"15,005",#트로트 #임영웅 #성인음악탑백 #미스터트롯
33528441,20210706,33528441,10617441,사랑의 콜센타 PART57,임영웅,994944,애정표현,트로트,"15,391",#트로트 #성인음악탑백 #성인가요
33532753,20210706,33532753,10618357,내나라 대한,송소희,672059,내나라 대한,국악,523,#행복 #가요 #국악 #국악탑백
33534670,20210706,33534670,10618652,Baarish Ban Jaana,"Stebin Ben , Payal Dev",2885307 2280009,Baarish Ban Jaana,월드뮤직,5,#유튜브 #트렌디
33535130,20210706,33535130,10618743,Lost Cause,Billie Eilish,1239008,Lost Cause,POP,"6,584",#몽환 #밤 #트렌디 #Pop
33536613,20210706,33536613,10619012,Psycho Tension Vol.1,신용재 (2F),510537,꽃이 예뻐봤자 뭐해,발라드,"7,776",#트렌디 #발라드 #발라드탑백
33538739,20210706,33538739,10619401,간 떨어지는 동거 OST Part.2,김나영,735094,우연이 아닌것만 같아서,OST,"5,109",#발라드 #감성 #트렌디 #까페
33540307,20210706,33540307,10619718,그날이 오며는,고현주,2738476,그날이 오며는 korea ver. (feat. 김나현),국악,26,#국악 #국악탑백
33541498,20210706,33541498,10619813,굴뚝마을의 푸펠 OST,이무진,2138620,굴뚝마을의 푸펠,어린이/태교,"5,741",#최신 #동요 #발라드 #신나는
33542371,20210706,33542371,10619960,Peaches (Remix),Justin Bieber,420621,"Peaches (Remix) (Feat. Ludacris, Usher & Snoop Dogg)",POP,"6,097",#기분좋은 #팝 #트렌디 #Pop
33542376,20210706,33542376,10619962,캥거루,원슈타인,1702472,캥거루,R&B/Soul,"11,907",#감성힙합 #취향저격 #트렌디 #케이팝
33544690,20210706,33544690,10620542,어느 날 우리 집 현관으로 멸망이 들어왔다 OST Part.4,거미,30358,I Wanna Be With You,OST,"5,226",#ost탑백 #감성 #까페 #OST
33548505,20210706,33548505,10621180,Man on the Moon,엔플라잉 (N.Flying),861430,Moonshot,록/메탈,"10,661",#kpop #헬스장 #운동 #케이팝
33549026,20210706,33549026,10621353,DON'T FIGHT THE FEELING - Special Album,EXO,724619,Don't fight the feeling,댄스,"57,028",#여름 #가요 #스트레스 #운동
33549618,20210706,33549618,10621528,Fast Lane,"Palm Trees , Abi F Jones , MdL,",774739 2942419 1245895,Fast Lane,일렉트로니카,376,#일렉 #드라이브 #기분전환 #일렉탑백
33549973,20210706,33549973,10621627,삶이 그대를 속일지라도,존 노,2867711,삶이 그대를 속일지라도,클래식,"1,312",#라비던스 #RavidAnce #사실상_친구_같은_편안함 #익숙한
33551769,20210706,33551769,10622055,사랑의 콜센타 PART58,"임영웅 , 영탁",753762 994944,내사람,트로트,"9,422",#트로트 #성인음악탑백 #성인가요
33551770,20210706,33551770,10622055,사랑의 콜센타 PART58,이찬원,2763924,사람이 꽃보다 아름다워,트로트,"3,544",#트로트 #성인음악탑백 #미스터트롯
33551773,20210706,33551773,10622055,사랑의 콜센타 PART58,임영웅,994944,단 한사람,트로트,"15,367",#트로트 #임영웅 #성인음악탑백 #미스터트롯
33552335,20210706,33552335,10622163,내 입술 따뜻한 커피처럼,"청하 , Colde (콜드)",1183063 968265,내 입술 따뜻한 커피처럼,발라드,"12,260",#트렌디 #발라드 #발라드탑백
33558373,20210706,33558373,10623549,Wish,레떼아모르,2918782,Con Me (Oh My Love),클래식,"2,142",#시티_댄스 #발라드감성
33559180,20210706,33559180,10623687,Taste of Love,TWICE (트와이스),905701,Alcohol-Free,댄스,"55,988",#여름 #댄스 #가요
33562949,20210706,33562949,10624368,긴 밤,Seori,2868837,긴 밤 (feat. 기리보이),R&B/Soul,"25,371",#트렌디 #케이팝 #국내힙합
33563054,20210706,33563054,10624403,Next Level (Remix) (feat. A$ton Wyld),ARCEEHIJ,2943222,Next Level (Remix) (feat. A$ton Wyld),랩/힙합,"1,301",#힙합 #장르핫트랙 #해외힙합핫트랙 #힙합탑백
33567502,20210706,33567502,10624757,슬기로운 의사생활 OST 스페셜,미도와 파라솔,2869463,좋은 사람 있으면 소개시켜줘 (Drama Ver.),OST,"3,627",#ost탑백 #OST #슬기로운의사생활
33567503,20210706,33567503,10624757,슬기로운 의사생활 OST 스페셜,미도와 파라솔,2869463,내 눈물 모아 (Drama Ver.),OST,"3,852",#ost탑백 #OST #슬기로운의사생활
33567504,20210706,33567504,10624757,슬기로운 의사생활 OST 스페셜,미도와 파라솔,2869463,화려하지 않은 고백 (Drama Ver.),OST,"4,704",#발라드 #슬기로운의사생활 #트렌디 #OST
33570846,20210706,33570846,10625621,…WHAT WOULD YOU DO?,HONNE,857764,WHAT WOULD YOU DO? (feat. Pink Sweat$),POP,"8,269",#편집샵 #힙한 #트렌디 #Pop
33570930,20210706,33570930,10330593,JORDI (Deluxe),"Megan Thee Stallion , Maroon 5",1993305 107721,Beautiful Mistakes,POP,"4,709",#혼자 #버스 #트렌디 #Pop
33570931,20210706,33570931,10330593,JORDI (Deluxe),Maroon 5,107721,Lost,POP,"4,194",#팝탑백 #히트예감 #팝
33571535,20210706,33571535,10625851,장범준 싱글,장범준,648551,추적이는 여름 비가 되어,발라드,"21,201",#비 #발라드 #비오는날 #트렌디
33571536,20210706,33571536,10625851,장범준 싱글,장범준,648551,실버판테온,록/메탈,"8,608",#띵곡 #명곡 #록 #록탑백
33571824,20210706,33571824,10625985,꿈이었으면,윤석철,467100,꿈이었으면,재즈,754,#재즈탑백 #트렌디 #재즈
33572057,20210706,33572057,10626082,일_기 Page.1,그_냥,875308,나가고 싶다,포크/블루스,"1,808",#카페 #한강 #인디 #산책
33572222,20210706,33572222,10626148,어느 날 우리 집 현관으로 멸망이 들어왔다 OST Part.5,다비치,236815,All of My Love,"발라드, 국내드라마","6,264",#트렌디 #발라드 #발라드탑백
33572275,20210706,33572275,10626157,오늘따라 더 미운 그대가,전상근,979724,오늘따라 더 미운 그대가,발라드,"15,362",#장르핫트랙 #발라드 #발라드핫트랙 #발라드탑백
33574259,20210706,33574259,10626903,Thot Shit,Megan Thee Stallion,1993305,Thot Shit,랩/힙합,665,#해외힙합 #빌보드 #Pop #2021년
33580129,20210706,33580129,10628461,멀리서 보면 푸른 봄 OST Part.1,펀치 (Punch),749640,봄봄봄,포크/블루스,"2,260",#리메이크곡 #감성 #트렌디 #OST
33581478,20210706,33581478,10586157,"BTS, THE BEST",방탄소년단,672375,Let Go,J-POP,"2,565",#BTS #Jpop탑백 #방탄소년단
33581479,20210706,33581479,10586157,"BTS, THE BEST",방탄소년단,672375,Lights,J-POP,"2,695",#BTS #Jpop탑백 #방탄소년단
33584262,20210706,33584262,10629605,Back To You,WayV-KUN&XIAOJUN,2943895,这时烟火 (Back To You),월드뮤직,"2,549",#nct #cznnies #엔시티
33584263,20210706,33584263,10629605,Back To You,WayV-KUN&XIAOJUN,2943895,夜未眠 (Sleepless),월드뮤직,"1,344",#엔시티 #nct #띵곡들 #cznnies
33584264,20210706,33584264,10629605,Back To You,WayV-KUN&XIAOJUN,2943895,Back To You (English Ver.),월드뮤직,"1,660",#nct #cznnies #엔시티
33585742,20210706,33585742,10630143,HEAT,"미란이 (Mirani) , 원슈타인 , 릴보이 (lIlBOI)",2866523 1702472 623251,HEAT,랩/힙합,"9,754",#감성힙합 #취향저격 #트렌디 #케이팝
33586654,20210706,33586654,10630455,三原色,YOASOBI,2871809,三原色,J-POP,377,#장르핫트랙 #JPOP #제이팝핫트랙 #애니
33587348,20210706,33587348,10630612,Peace Or Love,Kings Of Convenience,108936,Catholic Country (Feat. Feist),포크/블루스/컨트리,356,#히트예감 #팝 #트렌디 #포크
33588128,20210706,33588128,10623549,Wish,레떼아모르,2918782,항해 (Voyage),클래식,"1,220",
33589260,20210706,33589260,10631055,Summer Queen,브레이브걸스,531700,치맛바람 (Chi Mat Ba Ram),댄스,"76,878",#여름 #댄스 #가요
33589261,20210706,33589261,10631055,Summer Queen,브레이브걸스,531700,Pool Party (Feat. 이찬 of DKB),댄스,"13,312",#여름 #댄스 #기분전환 #댄스탑백
33589262,20210706,33589262,10631055,Summer Queen,브레이브걸스,531700,나 혼자 여름 (Summer by myself),댄스,"10,840",#여름 #댄스 #기분전환 #댄스탑백
33589488,20210706,33589488,10631122,슬기로운 의사생활 시즌2 OST Part 1,이무진,2138620,비와 당신,"록/메탈, 국내드라마","47,992",#감성 #비 #비오는날
33590823,20210706,33590823,10631380,If I Could See You Again,이루마,8048,If I Could See You Again,클래식,445,#기분전환 #클래식 #아침
33592010,20210706,33592010,10631546,"알고있지만, OST Part.1",김뮤지엄 (KIMMUSEUM),2113930,우린 이미,"R&B/Soul, 국내드라마","7,094",#ost탑백 #트렌디 #케이팝 #OST
33593907,20210706,33593907,10631852,바라본다면,곽진언,770167,바라본다면,포크/블루스,"2,183",#포크탑백 #감성 #포크 #사랑
33594896,20210706,33594896,10632044,SEVENTEEN 8th Mini Album 'Your Choice',세븐틴,861436,Heaven's Cloud,댄스,"39,387",#kpop #댄스 #케이팝 #댄스탑백
33594897,20210706,33594897,10632044,SEVENTEEN 8th Mini Album 'Your Choice',세븐틴,861436,Ready to love,댄스,"61,221",#댄스 #헬스장 #운동 #댄스탑백
33594898,20210706,33594898,10632044,SEVENTEEN 8th Mini Album 'Your Choice',세븐틴,861436,Anyone,댄스,"37,588",#댄스 #헬스장 #운동 #댄스탑백
33594899,20210706,33594899,10632044,SEVENTEEN 8th Mini Album 'Your Choice',세븐틴,861436,GAM3 BO1,랩/힙합,"34,386",#힙합 #헬스장 #운동 #힙합탑백
33594901,20210706,33594901,10632044,SEVENTEEN 8th Mini Album 'Your Choice',세븐틴,861436,"같은 꿈, 같은 맘, 같은 밤",R&B/Soul,"34,838",#알앤비 #아이돌 #알앤비탑백 #히든트랙
33596898,20210706,33596898,10632331,Don't play me love,다비 (DAVII),792451,Don't play me love (Feat. 키노),재즈,637,#힙합 #트렌디 #국내힙합 #재즈
33597694,20210706,33597694,10632471,X by X [기억],"허각 , 2F (신용재, 김원주)",2885077 28801,비가 내리기 전에,발라드,"4,325",#비 #발라드 #비오는날 #트렌디
33599821,20210706,33599821,10632758,뽕숭아학당 PART23,임영웅,994944,Bk Love,랩/힙합,"16,791",#임영웅 #미스터트롯 #감성에빠지다 #기분전환힐링송
33600684,20210706,33600684,10632855,Moon : Disentangle,서도밴드(sEODo BAND),2898232,Tic Toc,국악,31,#국악 #국악탑백
33600686,20210706,33600686,10632855,Moon : Disentangle,서도밴드(sEODo BAND),2898232,향기 없는 꽃,국악,49,#전통 #퓨전 #국악 #국악탑백
33600687,20210706,33600687,10632855,Moon : Disentangle,서도밴드(sEODo BAND),2898232,뱃노래,국악,124,#클래식 #알앤비 #기분전환 #krnb
