index,날짜,번호,앨범번호,앨범이름,가수,가수번호,노래제목,장르,좋아요,태그
31031547,20210715,31031547,10159898,죽여줘,보수동쿨러,2137328,죽여줘,"인디음악, 록/메탈","2,763",#감성 #인디음악 #기분전환 #잔잔한 #빈티지 #밤 #희귀 #밴드 #인디밴드 #드라이브 #새벽 #잠들기전 #국내록 #퇴근길
31077037,20210715,31077037,10167223,Thrill Of It,Siine,2139565,Thrill Of It (Feat. Frank Moody),일렉트로니카,293,#스트레스 #기분전환 #아침 #트렌디 #팝 #세련된 #드라이브 #여행 #감각적
31082990,20210715,31082990,10168206,선,공중그늘,2110695,선,"인디음악, 록/메탈",764,#인디 #감성 #밴드음악 #기분전환 #잔잔한 #빈티지 #트렌디 #밤 #드라이브 #밴드 #여름밤 #잠들기전 #새벽 #퇴근길
31084958,20210715,31084958,10168532,착한 마녀전 Special OST,은종,773689,바람이 분다,"발라드, 국내드라마",128,#방금그곡 #설렘 #기분전환 #더위 #OST #집사부일체 #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길
31089311,20210715,31089311,10169328,훈남정음 OST Part.1,닉앤쌔미 (Nick&Sammy),1760343,Only U,"록/메탈, 국내드라마","1,675",#달달한 #설렘 #기분전환 #고백 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길 #썸
31146494,20210715,31146494,10178808,Strangers Now,Kisnue (키스누),1868004,Strangers Now,"인디음악, 일렉트로니카",250,#레트로 #인디 #가수 #기타 #명곡 #시티팝 #싸이키델릭 #모던락 #야경 #밴드 #인디밴드 #애정 #어쿠스틱
31202923,20210715,31202923,10187606,섬총사2 OST,유승우,699637,이 기분,포크/블루스,"1,035",#힐링 #설렘 #기분전환 #휴식 #봄 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길 #벚꽃
31229812,20210715,31229812,10191647,Rock on,동이혼(DIH),2242595,피해망상 (Paranoid),"인디음악, 록/메탈",64,#파티 #인디 #Rock #루키 #록 #모던록 #인디밴드 #국내록 #국내밴드 #할로윈 #신예밴드
31254775,20210715,31254775,10195631,사생결단로맨스 OST Part.6,이바다,860753,선 넘어오지마,"R&B/Soul, 국내드라마","1,625",#설렘 #설레는 #기분전환 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길
31283514,20210715,31283514,10200422,사생결단로맨스 OST Part.8,한희정,12307,Sound of love,"록/메탈, 국내드라마",261,#설렘 #기분전환 #더위 #걷기 #OST #출근길 #2018년드라마 #사랑 #드라이브 #여름 #기분좋은 #퇴근길
31288846,20210715,31288846,10201281,Daydream,에이민,2060906,Daydream (Feat. Puff Daehee),"R&B/Soul, 인디음악",581,#감성 #힐링 #설렘 #잔잔한 #휴식 #달달 #데이트 #편안한 #카페 #유니크한 #알앤비 #감성힙합
31298313,20210715,31298313,10202759,한심한 생각,교정,2297485,곁에 있지 않는 다는 것,"인디음악, 록/메탈",257,#인디 #Rock #휴식 #루키 #국내록 #빈티지 #인디록 #록 #인디밴드 #모던록 #국내밴드 #겨울밤 #신예밴드
31299446,20210715,31299446,10202977,내가 사랑한 모든 것들은 나를 눈물짓게 할 테니까,모브닝 (MOVNING),1182867,내가 사랑한 모든 것들은 나를 눈물짓게 할 테니까,"인디음악, 록/메탈","12,448",#빈티지한 #인디 #감성 #밴드음악 #인디음악 #휴식 #밤 #인디록 #인디밴드 #편안한 #밤에듣기좋은노래
31309962,20210715,31309962,10204728,해몽,양창근,414580,ㅇㅁㅇㄱ,"인디음악, 록/메탈","3,698",#빈티지한 #팝송 #감성 #인디 #밴드음악 #인디음악 #휴식 #밤 #인디록 #인디밴드 #편안한 #밤에듣기좋은노래
31329022,20210715,31329022,10207851,뷰티 인사이드 OST Part.1,로시 (Rothy),2007040,구름,"R&B/Soul, 국내드라마","46,558",#설렘 #기분전환 #더위 #밤 #OST #출근길 #사랑 #드라이브 #여름 #새벽 #기분좋은 #퇴근길 #썸
31332601,20210715,31332601,10208514,내 마음은,수진,1229712,한강,"인디음악, 포크/블루스",74,#가수 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
31357763,20210715,31357763,10212377,문득,윤지영,1865355,문득,"인디음악, 록/메탈","5,227",#가수 #인디 #매력적 #기타 #명곡 #싸이키델릭 #모던락 #새벽감성 #밴드 #산책 #인디밴드 #애정 #어쿠스틱
31376042,20210715,31376042,10215272,Sun And Moon,샘김 (Sam Kim),757273,그 여름밤,R&B/Soul,"32,037",#감성 #힐링 #설렘 #잔잔한 #휴식 #사랑 #편안한 #카페 #알앤비 #달달
31409129,20210715,31409129,10220182,ARTIST. JUNNY,Anonymous Artists,2139079,Dreaming (Art. JUNNY),R&B/Soul,"2,447",#감성 #힐링 #설렘 #잔잔한 #휴식 #편안한 #카페 #HipHop #알앤비 #달달
31429687,20210715,31429687,10223148,제3의 매력 (JTBC 금토드라마) Special OST,"매드클라운 , 소유 (SOYOU)",490981 219621,비가 오면,"발라드, 랩/힙합, 국내드라마",802,#설렘 #봄산책 #기분전환 #발라드 #비오는날 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길 #감성힙합
31445541,20210715,31445541,10225721,나는 길에서 연예인을 주웠다 OST Part.5,정흠밴드,781276,Lollipop,"포크/블루스, 국내드라마",326,#설렘 #기분전환 #봄 #더위 #OST #출근길 #오후 #사랑 #드라이브 #여름 #기분좋은 #퇴근길 #집
31447010,20210715,31447010,10225934,hivill,HERD,2403073,companion,"인디음악, 록/메탈",350,#인디 #Rock #제주도 #루키 #국내록 #빈티지 #록 #인디밴드 #모던록 #국내밴드 #가을 #겨울밤 #신예밴드
31469283,20210715,31469283,10229270,마지막 밤,나이트오프 (Night Off),2191871,잠,"인디음악, 록/메탈","20,636",#감성 #좋은노래 #기분전환 #잔잔한 #빈티지 #밤 #겨울 #드라이브 #밴드 #잠들기전 #새벽 #퇴근길
31469425,20210715,31469425,10229302,Aren't You?,SURL (설),2297355,9지하철,"인디음악, 록/메탈","1,968",#팝송 #감성 #레트로 #기분전환 #잔잔한 #빈티지 #밤 #드라이브 #밴드 #잠들기전 #새벽 #퇴근길
31484986,20210715,31484986,10231603,Orange Siren Songs,꼬리물기,2019408,Mammal Tree,"인디음악, 록/메탈",47,#인디 #Rock #루키 #신예밴드 #모던록 #인디밴드 #국내록 #국내밴드 #록 #페스티벌
31499110,20210715,31499110,10233742,Liberate,Nuclear Idiots,1867289,사계절의 상실,"인디음악, 록/메탈",28,#인디 #밴드음악 #취향주의_ #Rock #루키 #모던록 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
31506908,20210715,31506908,10234924,하얀비행,영비누 (youngveenew),2138652,하얀비행,"인디음악, 록/메탈",111,#가수 #인디 #기타 #명곡 #싸이키델릭 #빈티지 #모던락 #밴드 #인디밴드 #겨울밤 #애정 #어쿠스틱
31512453,20210715,31512453,10235730,탐나는 크루즈 OST,체리베리 (CherryBerry),1627442,너와 함께,댄스,19,#인디 #설렘 #기분전환 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길 #취향저격
31521710,20210715,31521710,10236963,땡큐,기리보이,585492,하루종일 (Band Ver.),R&B/Soul,"28,537",#감성 #힐링 #좋은노래 #설렘 #잔잔한 #휴식 #달달 #취향저격 #편안한 #카페 #알앤비 #감성힙합
31612282,20210715,31612282,10251331,LOVE DISTANCE OST Part.1,맥케이 (McKay),831639,Month Of June (KOR) (OST Ver.),"R&B/Soul, 국내드라마",65,#인디 #설렘 #기분전환 #더위 #OST #신곡 #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길
31626582,20210715,31626582,10253772,YOU'VE NEVER HAD IT SO GOOD,로큰롤라디오 (ROCK N ROLL RADIO),723144,비가 오지 않는 밤에,"인디음악, 록/메탈",296,#가수 #인디 #기타 #명곡 #싸이키델릭 #밤 #청춘 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
31675434,20210715,31675434,10262577,Ceiling,FAANGS,2635506,Ceiling,POP,188,#기분전환 #버스 #혼자 #트렌디 #아침 #여자가수 #드라이브 #세련된 #여행 #감각적 #매력적인
31687608,20210715,31687608,10264928,비가와,빈센트블루,2561048,비가와,R&B/Soul,"18,458",#팝송 #감성 #힐링 #비 #설렘 #잔잔한 #휴식 #비오는날 #편안한 #카페 #알앤비 #달달
31710421,20210715,31710421,10269101,Higher,허니페퍼,777044,Higher,"인디음악, 록/메탈",30,#파티 #인디 #Rock #루키 #록 #모던록 #인디밴드 #국내록 #국내밴드 #할로윈 #신예밴드
31759191,20210715,31759191,10277827,Easy Loving (feat. Jaylien),Junior Black,749241,Easy Loving (feat. Jaylien),일렉트로니카,220,#스트레스 #기분전환 #아침 #트렌디 #드라이브 #세련된 #여행 #감각적
31763913,20210715,31763913,10278692,Hold You Down (Zaydro Remix),"Elton Smith , Chris Odd",1024373 569331,Hold You Down (Zaydro Remix) (feat. Kedo Rebelle),일렉트로니카,145,#기분전환 #아침 #트렌디 #리믹스 #드라이브 #세련된 #여행 #신나는 #감각적
31763957,20210715,31763957,10278710,No Diggity,Campsite Dream,944678,No Diggity,일렉트로니카,66,#기분전환 #아침 #트렌디 #드라이브 #세련된 #여행 #감각적
31770213,20210715,31770213,10279841,Angel (Feat.태연),챈슬러,730650,Angel (Feat.태연),R&B/Soul,"32,577",#감성 #힐링 #설렘 #잔잔한 #휴식 #밤 #카페 #사랑 #편안한 #새벽 #알앤비 #달달
31776047,20210715,31776047,10281138,초면에 사랑합니다 OST Part.1,스텔라장 (Stella Jang),722722,Sunny Day,"발라드, 국내드라마","2,309",#설렘 #설레는 #기분전환 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #신나는 #퇴근길
31779028,20210715,31779028,10281773,영화 한 편 찍자,페노메코 (PENOMECO),787227,영화 한 편 찍자,랩/힙합,"18,852",#팝송 #감성 #힐링 #설렘 #잔잔한 #휴식 #달달 #편안한 #카페 #유니크한 #알앤비 #감성힙합
31797094,20210715,31797094,10285193,청연 OST,김혜림,1459213,혼잣말,"발라드, 국내드라마",138,#기분좋은 #설렘 #기분전환 #더위 #OST #출근길 #가요 #사랑 #드라이브 #여름 #노을 #퇴근길
31803092,20210715,31803092,10286165,밀항,PIETA (피에타),958739,난파선,"인디음악, 록/메탈",196,#감성 #기분전환 #잔잔한 #빈티지 #밤 #드라이브 #밴드 #잠들기전 #퇴근길 #새벽 #HipHop #알앤비
31817457,20210715,31817457,10288651,Happyhappyhappylife,문없는집,2558446,Happyhappyhappylife,"인디음악, 록/메탈","2,366",#인디 #기타 #가수 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #여름 #노동요 #애정 #어쿠스틱
31853819,20210715,31853819,10294638,작은따옴표 2019 - 나 1/3,하운,1239210,돌멩이,"인디음악, 포크/블루스",63,#복합문화공간야시시 #가수 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
31888364,20210715,31888364,10300798,"yeah, I don't want it",보수동쿨러,2137328,이 여름이 끝나고,"인디음악, 록/메탈",537,#인디 #감성 #밴드음악 #기분전환 #인생곡 #잔잔한 #빈티지 #밤 #드라이브 #밴드 #인디밴드 #잠들기전 #새벽 #퇴근길
31889971,20210715,31889971,10301170,비는 내리고 음악은 흐르고,베이빌론 (Babylon),873322,비는 내리고 음악은 흐르고 (Feat. Wall E),R&B/Soul,"14,928",#감성 #힐링 #비 #설렘 #잔잔한 #휴식 #달달 #비오는날 #취향저격 #편안한 #카페 #알앤비 #감성힙합
31907979,20210715,31907979,10303970,집적소,이은서,2737838,잠들고 나면,"인디음악, 포크/블루스",142,#가수 #인디 #기타 #재하의새벽 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
31948824,20210715,31948824,10311085,검색어를 입력하세요 WWW OST,샘김 (Sam Kim),757273,향기,"발라드, 국내드라마","4,802",#설렘 #기분전환 #드라마 #고막남친 #음색깡패 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길
31969571,20210715,31969571,10314840,우리에게 여름은 짧다,신인류,2298840,꽃말,"인디음악, 록/메탈","3,212",#가수 #인디 #기타 #명곡 #싸이키델릭 #밤 #모던락 #새벽감성 #밴드 #산책 #인디밴드 #애정 #어쿠스틱
31969572,20210715,31969572,10314840,우리에게 여름은 짧다,신인류,2298840,그런 하늘,"인디음악, 록/메탈","1,560",#인디 #감성 #가사있는 #인생곡 #잔잔한 #기분전환 #빈티지 #밤 #드라이브 #밴드 #잠들기전 #잔잔 #새벽 #퇴근길
31969573,20210715,31969573,10314840,우리에게 여름은 짧다,신인류,2298840,안식처,"인디음악, 록/메탈","2,076",#감성 #가사있는 #잔잔한 #기분전환 #지칠때 #빈티지 #밤 #드라이브 #밴드 #잠들기전 #잔잔 #새벽 #퇴근길 #위로
31988556,20210715,31988556,10317976,‘세상 잘 사는 지은씨 2’ OST,소수빈,715573,원래 이래,"R&B/Soul, 국내드라마","1,540",#웹드라마 #인디 #설렘 #기분전환 #더위 #신곡 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길 #웹툰
31988936,20210715,31988936,10318026,람디담 (Ramdidam),리리 (Lili),2742686,jtbc 서핑하우스 ost 람디담 (Ramdidam),댄스,116,#설렘 #기분전환 #더위 #헬스 #OST #출근길 #사랑 #드라이브 #퇴근길 #여름 #기분좋은 #댄스팝
32007420,20210715,32007420,10321320,안녕,그들이 기획한,2743824,안녕,"인디음악, 록/메탈",45,#가수 #인디 #기타 #음미새 #명곡 #싸이키델릭 #음악 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32012033,20210715,32012033,10322157,우리는 무탈하게,교정,2297485,우리는 무탈하게,"인디음악, 록/메탈",239,#가수 #인디 #기타 #기분전환 #명곡 #국악 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32021897,20210715,32021897,10324066,열여덟의 순간 OST Part.6,민수,1273986,Floral Peach,"R&B/Soul, 국내드라마","1,018",#감성 #힐링 #설렘 #잔잔한 #휴식 #봄 #OST #편안한 #카페 #신나는 #알앤비 #달달
32027759,20210715,32027759,10325316,Dingo X CHEEZE & pH-1,"pH-1 , CHEEZE (치즈)",597191 943511,Blue Champagne (블루샴페인),R&B/Soul,"13,568",#감성 #힐링 #설렘 #잔잔한 #휴식 #알앤비 #그루브 #편안한 #카페 #이어폰_나눠끼고 #퇴근길 #달달 #달달하게
32028589,20210715,32028589,10325442,여섯 번째 토요일,정우,2735906,여섯 번째 토요일,"인디음악, 포크/블루스",593,#가수 #감성감성 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #음악추천 #어쿠스틱
32030964,20210715,32030964,10325938,bright #8,호아,980733,향수(鄕愁),"인디음악, 록/메탈",968,#빈티지한 #인디 #감성 #밴드음악 #인디음악 #가사있는 #휴식 #인디록 #새벽감성 #산책 #인디밴드 #잔잔 #편안한 #밤에듣기좋은노래
32055421,20210715,32055421,10330594,loveletter,리햅 (Rheehab),1459787,loveletter,R&B/Soul,676,#인디 #감성 #힐링 #설렘 #잔잔한 #휴식 #달달 #취향저격 #편안한 #카페 #기분좋은 #알앤비 #감성힙합
32059754,20210715,32059754,10331542,Wonder,숨셔,718674,Wonder (feat. YELLA (옐라)),"R&B/Soul, 인디음악","1,491",#감성 #힐링 #설렘 #휴식 #감각적인 #잔잔한 #세련된 #편안한 #카페 #알앤비 #달달
32061268,20210715,32061268,10331821,언젠가 너와 나,윤지영,1865355,언젠가 너와 나 (Feat. 카더가든),"발라드, 인디음악","24,977",#팝송 #감성 #인디음악 #기분전환 #잔잔한 #빈티지 #밤 #드라이브 #밴드 #잠들기전 #새벽 #퇴근길 #cksraum
32067736,20210715,32067736,10333120,곡면,동양고주파,2299642,파도,"인디음악, 록/메탈",49,#가수 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #국내록 #애정 #어쿠스틱
32068270,20210715,32068270,10333220,팔베개,최준혁,873539,팔베개,R&B/Soul,884,#인디 #힐링 #감성 #설렘 #잔잔한 #휴식 #밤 #편안한 #카페 #알앤비 #달달
32073703,20210715,32073703,10334294,밤풍경,현용진,2112540,밤풍경,"인디음악, 포크/블루스",54,#가수 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32074818,20210715,32074818,10334571,LEEEE,죠지,790830,하루종일,R&B/Soul,"23,173",#인디 #인디음악 #감성 #힐링 #설렘 #잔잔한 #휴식 #밤 #편안한 #카페 #알앤비 #달달 #cksraum
32089972,20210715,32089972,10337365,빙빙마마,주로키 (JUROKEY),2749487,빙빙마마,"인디음악, 록/메탈",215,#에너지 #가수 #인디 #기타 #명곡 #싸이키델릭 #강력한 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32098588,20210715,32098588,10339014,Fairytale (Feat. Amanda Collis) (NCS),Culture CodeC,2750049,Fairytale (Feat. Amanda Collis),일렉트로니카,539,#기분전환 #아침 #트렌디 #드라이브 #세련된 #여행 #감각적
32107210,20210715,32107210,10340496,"안녕, 모모 OST Part.2",모모 (MoMo),2749509,이웃에 방해가 되지 않는 선에서,"포크/블루스, 국내드라마",275,#노래추천 #설렘 #기분전환 #더위 #OST #출근길 #사랑 #드라이브 #여름 #기분좋은 #퇴근길
32117528,20210715,32117528,10342442,C,카더가든,735506,의연한 악수,록/메탈,"8,131",#빈티지한 #팝송 #감성 #인디음악 #인디 #밴드음악 #휴식 #인디록 #인디밴드 #편안한 #밤에듣기좋은노래 #cksraum
32119043,20210715,32119043,10342691,연월,이소 (e_so),2061655,연월,"인디음악, 포크/블루스",83,#가수 #인디 #기타 #음미새 #명곡 #싸이키델릭 #음악 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32156673,20210715,32156673,10348901,Cantante,Orange Fang Fang Boys (오렌지 팡팡 보이즈),2140483,Cantante,"인디음악, 록/메탈",42,#나혼자 #인디 #Rock #루키 #모던록 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
32167797,20210715,32167797,10350571,Mistake,쟁그랑 (Jengrang),2754242,Mistake,"인디음악, 록/메탈",80,#인디 #가수 #인디뮤직 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32173589,20210715,32173589,10351612,Inkwater,팔칠댄스 (87dance),1461755,Inkwater,"인디음악, 록/메탈",198,#인디 #Rock #루키 #빈티지 #로파이 #모던록 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
32179168,20210715,32179168,10352378,플라스틱 소년의 사랑고백,시나 쓰는 앨리스,859435,플라스틱 소년의 사랑고백,"인디음악, 록/메탈",43,#인디 #취향주의_ #Rock #루키 #모던록 #나의세계 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
32236989,20210715,32236989,10361695,잡아라!,버둥,889920,낙수,"인디음악, 록/메탈",649,#unfamous #인디 #가수 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32268898,20210715,32268898,10366965,심포유 - 첸 편 OST,첸 (CHEN),715176,아름다워,발라드,"15,055",#기분좋은 #설렘 #기분전환 #더위 #밤 #출근길 #OST #사랑 #드라이브 #여름 #새벽 #등교길 #퇴근길
32282505,20210715,32282505,10369866,1½,나상현씨밴드,791510,눈맞춤,"인디음악, 록/메탈","1,130",#빈티지한 #인디 #감성 #앨범 #밴드음악 #인디음악 #휴식 #2019 #인디록 #새벽감성 #산책 #인디밴드 #편안한 #밤에듣기좋은노래
32282508,20210715,32282508,10369866,1½,나상현씨밴드,791510,밤노리,"인디음악, 록/메탈",201,#감성감성 #감성 #기분전환 #잔잔한 #빈티지 #밤 #드라이브 #밴드 #인디밴드 #잠들기전 #새벽 #국내밴드 #퇴근길 #음악추천
32291380,20210715,32291380,10371555,Dearest (30.119),정바스,890376,Dearest (Feat. 슬로(Sllo)),"R&B/Soul, 인디음악","1,678",#인디 #감성 #힐링 #설렘 #휴식 #잔잔한 #밤 #편안한 #카페 #알앤비 #달달
32296611,20210715,32296611,10372325,blues,오드 (ode),2241012,징후,"인디음악, 록/메탈",120,#인디 #Rock #1월 #루키 #2020년 #모던록 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
32298646,20210715,32298646,10372659,Hate and Carrion,Remnants Of The Fallen,177736,Hate and Carrion,"인디음악, 록/메탈",36,#인디 #Rock #1월 #루키 #2020년 #모던록 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
32307437,20210715,32307437,10373986,아무것도 아니다,수화,2139819,아무것도 아니다,"발라드, 인디음악",68,#가수 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32310956,20210715,32310956,10374633,중학생,천용성,628971,중학생 (Feat. 임주연),"인디음악, 포크/블루스",129,#가수 #인디 #기타 #1월 #명곡 #2020년 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32314615,20210715,32314615,10375383,화분,두이,2754094,꽃,"R&B/Soul, 인디음악",109,#가수 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #음악추천 #어쿠스틱
32334097,20210715,32334097,10379566,Same ol’ Same ol’,파이커 (PIKER),1461652,Same ol’ Same ol’ (삼성 갤럭시 노트10 광고 삽입곡),"인디음악, 록/메탈",609,#인디 #광고음악 #Rock #루키 #국내록 #인디밴드 #광고 #모던록 #국내밴드 #록 #신예밴드
32341976,20210715,32341976,10381168,내잠깨먹,2단지,960069,내가 잠에서 깨면 구워 먹어줘,"인디음악, 포크/블루스","3,672",#인디 #인디음악 #감성 #기분전환 #잔잔한 #빈티지 #밤 #드라이브 #밴드 #잠들기전 #새벽 #퇴근길 #cksraum
32363372,20210715,32363372,10385717,,Oowl Hannal (우울 한날),2203064,화면,"인디음악, 록/메탈",156,#가수 #인디 #기타 #잔잔한 #명곡 #싸이키델릭 #모던락 #불면증 #밴드 #인디밴드 #애정 #어쿠스틱
32377126,20210715,32377126,10388548,트래블러 - 아르헨티나 OST Part.1,하림,6706,떠나지 못할 이유는 없었다는 걸,포크/블루스,"2,085",#스트레스 #힐링 #설렘 #기분전환 #더위 #OST #출근길 #사랑 #드라이브 #산책 #여행 #여름 #기분좋은 #퇴근길
32379638,20210715,32379638,10389024,난 너를 보면,Sweet The Kid,2763304,난 너를 보면 (Feat. Jimmy Brown),R&B/Soul,"2,074",#감성 #힐링 #설렘 #잔잔한 #휴식 #달달 #혼자 #취향저격 #편안한 #카페 #알앤비 #감성힙합
32381267,20210715,32381267,10389248,수족냉증,Chan,2642905,수족냉증,"R&B/Soul, 인디음악","7,065",#노래추천 #감성 #한강 #힐링 #설렘 #잔잔한 #휴식 #카페 #산책 #편안한 #잔잔 #알앤비 #달달
32390552,20210715,32390552,10390705,Emily,리햅 (Rheehab),1459787,거짓말아니야 (feat. Nason),R&B/Soul,"1,655",#감성 #힐링 #설렘 #잔잔한 #휴식 #밤 #편안한 #카페 #알앤비 #달달 #썸
32397251,20210715,32397251,10391873,호랑이,이날치,2760294,범 내려 온다,"인디음악, 록/메탈","25,310",#가수 #인디 #기타 #운동 #Rock #기분전환 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #록 #애정 #어쿠스틱
32403386,20210715,32403386,10393037,Yesterday,그리즐리 (Grizzly),784925,Yesterday,"R&B/Soul, 인디음악","2,959",#노래추천 #감성 #힐링 #설렘 #잔잔한 #휴식 #혼자 #카페 #편안한 #잔잔 #알앤비 #달달
32413473,20210715,32413473,10394637,나의 청춘은,정오월,2735280,나의 청춘은 (feat. 구름달),"발라드, 인디음악",397,#인디 #가수 #기타 #인생곡 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32447135,20210715,32447135,10400920,여전히 모르는것들,길과빛,992354,여전히 모르는것들,"인디음악, 포크/블루스",17,#가수 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32461421,20210715,32461421,10403367,Ferris Wheel,SURL (설),2297355,Ferris Wheel,"인디음악, 록/메탈","1,897",#감성 #Rock #기분전환 #잔잔한 #시티팝 #빈티지 #밤 #시티팝한국 #드라이브 #밴드 #잠들기전 #새벽 #퇴근길 #록
32466662,20210715,32466662,10404431,We live in the Jurassic Park,보수동쿨러,2137328,We live in the Jurassic Park,"인디음악, 록/메탈","2,162",#감성 #광고음악 #Rock #기분전환 #잔잔한 #빈티지 #밤 #Pop #드라이브 #밴드 #잠들기전 #새벽 #퇴근길 #록
32476250,20210715,32476250,10406229,좋은 밤 좋은 꿈,너드커넥션 (Nerd Connection),2243398,좋은 밤 좋은 꿈,"인디음악, 록/메탈","18,269",#팝송 #감성 #인디음악 #인디 #Rock #루키 #국내록 #신예밴드 #인디밴드 #모던록 #국내밴드 #록 #cksraum
32482631,20210715,32482631,10407512,고강동,박소은,1273981,인생이 박살나던 순간,"인디음악, 록/메탈","1,099",#가수 #인생 #감성 #인디 #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32524456,20210715,32524456,10415869,비둘기,다섯 (Dasutt),1229977,비둘기,"인디음악, 록/메탈","2,714",#레트로 #가수 #감성 #인디 #Rock #기타 #명곡 #싸이키델릭 #모던락 #밴드 #인디밴드 #록 #애정 #어쿠스틱
32578806,20210715,32578806,10426687,이럴 줄 알았어,파고 (PAGO),2853708,이럴 줄 알았어,"인디음악, 록/메탈",85,#인디 #가수 #기타 #명곡 #어른 #싸이키델릭 #하루종일 #공감 #모던락 #밴드 #인디밴드 #애정 #어쿠스틱
32582506,20210715,32582506,10427432,Safe Place,"Malou , Nightcall",2060161 2868284,Safe Place,일렉트로니카,192,#기분전환 #버스 #아침 #트렌디 #팝 #드라이브 #세련된 #여행 #감각적
32590150,20210715,32590150,10429096,영웅은 어쩌다 평범한 인간이 되었나,우리같은사람들,2203402,영웅은 어쩌다 평범한 인간이 되었나,"인디음악, 록/메탈","3,793",#팝송 #가수 #감성 #인디 #기타 #명곡 #싸이키델릭 #모던락 #새벽감성 #밴드 #산책 #인디밴드 #애정 #어쿠스틱
32593460,20210715,32593460,10429711,9707,2단지,960069,서울비디오,"인디음악, 록/메탈",193,#인디 #감성 #기분전환 #잔잔한 #빈티지 #하루종일 #밤 #드라이브 #밴드 #잠들기전 #새벽 #퇴근길
32604444,20210715,32604444,10431978,For Our Misty Lives,POLYP (폴립),2299049,The Melting Candle,"인디음악, 록/메탈",147,#인디 #감성 #Rock #루키 #모던록 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
32607364,20210715,32607364,10432572,이 밤에 판타지,위아더나잇 (We Are The Night),719755,돌멩이,"인디음악, 록/메탈","1,875",#빈티지한 #인디 #인디음악 #밴드음악 #감성 #휴식 #밤 #인디록 #인디밴드 #편안한 #밤에듣기좋은노래 #cksraum
32622008,20210715,32622008,10435205,너로피어오라(Flowering),달의하루,2860446,너로피어오라(Flowering),록/메탈,"10,361",#인디 #Rock #루키 #국내록 #애니메이션 #모던록 #인디밴드 #kpop #국내밴드 #록 #신예밴드
32625447,20210715,32625447,10435816,세상에 우리를 위한 자리는 없어,김페리,858824,우리가 서럽게 울던 밤은 어제와 다르지 않겠지만,"인디음악, 록/메탈",264,#인디 #Rock #루키 #시티팝 #국내록 #시티팝한국 #인디밴드 #새벽 #모던록 #국내밴드 #록 #신예밴드
32626897,20210715,32626897,10436129,사막꽃,사막꽃 (Desert Flower),2864197,The Universe Part ii (Unsaid),록/메탈,19,#인디 #Rock #루키 #하루종일 #모던록 #인디밴드 #국내록 #국내밴드 #록 #신예밴드
